"","V1","V2","V3","V4","V5","V6","V7"
"1",0.34743857383728,1.75548017024994,0.652081072330475,0.662338018417358,0,0.330235004425049,1.24491810798645
"2",0,1.25641262531281,0,0.811851561069489,0.621954917907715,0,0.0270775556564331
"3",0.674205601215363,1.13286304473877,0.210824280977249,0.744112491607666,0.245585381984711,0.366808146238327,0.260631144046783
"4",0,1.31416451931,0.901341557502747,1.30957126617432,0.749189496040344,0,0.911355793476105
"5",0.479209214448929,0.582878470420837,0.255041420459747,0.71377569437027,0.0489128045737743,0.0516054108738899,0
"6",0,1.25959849357605,0.294412553310394,1.10282278060913,0.618081629276276,0,0.224659889936447
"7",0,0,0.711233854293823,0.678180694580078,0.00939175114035606,0.862161457538605,0
"8",0,0.397687375545502,0.273943513631821,0.487264156341553,0.0179439149796963,0,0.260041356086731
"9",0.527215242385864,1.43814420700073,1.15905606746674,0.950825035572052,0,0,1.30219185352325
"10",0.517401337623596,0,0.921032309532166,0.638148307800293,0,0,0
"11",0.335915565490723,1.04952001571655,0.198578387498856,0.51061487197876,0.145808547735214,0.569753348827362,0.62080043554306
"12",0.573904871940613,0.819631814956665,0.690694153308868,0.654150724411011,0,0,0.681270480155945
"13",0,0.735438585281372,0.571706116199493,0.368061244487762,0,0,0.59520810842514
"14",0.296284139156342,1.54104721546173,0.167715817689896,0.341413289308548,0.661603510379791,0,1.19267821311951
"15",0.30598983168602,1.2216420173645,0.419646382331848,0.141349047422409,0,0.74916535615921,0.717617213726044
"16",0,0.0821538642048836,0.705181241035461,0.717418074607849,0,0.542611002922058,0
"17",0.253418266773224,1.63607978820801,0.339577466249466,1.12123084068298,0,0,1.41341972351074
"18",0,1.63213169574738,0.303613483905792,1.41702878475189,0.850851595401764,0,0.267959147691727
"19",0.102001398801804,2.08718943595886,0.476568073034286,0.230529680848122,0,0,0.683240711688995
"20",0,1.14823865890503,0.341096848249435,0.99334979057312,0.580270171165466,0.156560778617859,0.297090649604797
"21",0.836846113204956,1.84978866577148,0.866250395774841,1.31065845489502,0,0,1.7893580198288
"22",0.199407130479813,0,0.557833611965179,0.62268590927124,0,0.0806813612580299,0
"23",0.0283062122762203,0.0796848684549332,0.514157056808472,0.773629903793335,0.0622718594968319,0.188565522432327,0.208516925573349
"24",0.329418957233429,1.17546737194061,0.397047519683838,1.05501925945282,0.675679922103882,0,0.381220489740372
"25",0,0.387932538986206,0,0.331752419471741,0,0,0
"26",0.32963153719902,1.00329482555389,0,0.335140198469162,0.123526930809021,0,1.92759370803833
"27",0.00679310783743858,0.0571529716253281,0.621838629245758,0.775328397750854,0.22102352976799,0.905703485012054,0
"28",0,0.775705456733704,0.33189594745636,0.679143965244293,0.347500175237656,0.326724827289581,0.25379142165184
"29",0.436911135911942,0.982051014900208,0.183664187788963,0.76734471321106,0,0,0.576125025749207
"30",0.315682053565979,0.411676615476608,0.334513783454895,0.436181724071503,0,0.422258257865906,0
"31",0,1.13568127155304,0.594558596611023,0.959311723709106,0.710027575492859,0,0
"32",0,1.8960634469986,0,0.169241026043892,0.434909820556641,0,1.57670450210571
"33",0,1.20350420475006,0.0503597147762775,0.611119031906128,0.57238781452179,0,0.629502832889557
"34",0,0.371343970298767,0.702136337757111,0.79812628030777,0,0.575392186641693,0
"35",0.350009590387344,0.704145908355713,0.843849122524261,0.496643483638763,0,0.349857330322266,0.284194141626358
"36",0,0.674320101737976,0.524360358715057,0.533934235572815,0.280694544315338,0,0.307704657316208
"37",0.179111331701279,0,0.908786535263062,0.404650658369064,0,0,0.241347849369049
"38",0,2.28862309455872,0.316554605960846,1.05433738231659,0,0,0.762746870517731
"39",0,0.671064376831055,0.449815571308136,0.218616291880608,0,0.39145964384079,0.244973063468933
"40",0,0.940862536430359,0,0,0,0,0.210209488868713
"41",0.349658906459808,1.17192482948303,0.613119661808014,0.354094505310059,0,0,1.77861225605011
"42",0.0111132077872753,0.670470237731934,0.813014268875122,0.234078645706177,0,0,0.720136046409607
"43",0,1.15107691287994,0,0,0,0,1.45073306560516
"44",0.23418590426445,1.07210946083069,0.0901979804039001,0.917617917060852,0,0,0.210910767316818
"45",0.153515338897705,0.812687873840332,0.110811457037926,0.707072734832764,0,0,0.346063256263733
"46",0,1.61661159992218,0,0.835338532924652,0.61343514919281,0,1.31634593009949
"47",0.0481008552014828,0.928093552589417,0.202857717871666,0.648963451385498,0.00198548659682274,0,0
"48",0,0,0.503538310527802,0.320462971925735,0,0.42627477645874,0.0826786085963249
"49",0,0.731994390487671,0,0.643970608711243,0.168447822332382,0.129588782787323,0.446784883737564
"50",0,0.991652131080627,0.934381544589996,1.13131773471832,0,0.467205464839935,0.364474594593048
"51",0.473710089921951,2.54063868522644,0.517878115177155,0.506966829299927,0.0208820961415768,0,1.51778948307037
"52",0.43466329574585,0.391659080982208,0.436154812574387,0.572531640529633,0,0.175771027803421,0
"53",0.0946086645126343,0.53634774684906,0.203052803874016,0.939202904701233,0,0,0.584388673305511
"54",0,1.88554120063782,0.743642926216125,0.335127532482147,0,0,0.770832479000092
"55",0,0.661715507507324,0.46300995349884,0.82485020160675,0,0.0444444827735424,0.457015633583069
"56",0.3992979824543,1.28858160972595,0.0306171961128712,1.11842632293701,0.0918140560388565,0,0.41835281252861
"57",0.197221860289574,0.508330821990967,0.261982947587967,1.06322753429413,0,0,0.296650141477585
"58",0,1.5347021818161,0.105326876044273,0,0.328324764966965,0,0.949079930782318
"59",0,0.472248524427414,0.551970899105072,0.72796094417572,0,0.249226048588753,0.501682281494141
"60",0,0.492124855518341,0.0431129224598408,0.890413761138916,0,0,0.0560003668069839
"61",0,0.31813457608223,0.635278820991516,0.498275518417358,0.485836058855057,0.201607167720795,0.292553752660751
"62",0,1.32269215583801,0.444827556610107,0.888887882232666,0.372125774621964,0,0.595066964626312
"63",0,1.29554986953735,0.472693681716919,0.317216008901596,0,0,1.36267030239105
"64",0,1.1073260307312,0.709690034389496,0.431645601987839,0.112112730741501,0.664918899536133,0.484438538551331
"65",0,0.79602062702179,0.0659144669771194,0.453549236059189,0.123889178037643,0,0.0668787658214569
"66",0.51428747177124,1.30046403408051,0.829362750053406,1.40083038806915,0.589688658714294,0,0.941699028015137
"67",0,1.1359885931015,0.521976888179779,0.558242559432983,0.0607171915471554,0,0.926245927810669
"68",0.165545582771301,1.4754593372345,0,1.0265793800354,0.406823813915253,0,0.654828488826752
"69",0,0.855237007141113,0.6646528840065,1.2218052148819,0.0661777555942535,0.160780668258667,0
"70",0.116606801748276,0.946159362792969,0.287973612546921,0.413467139005661,0,0.526211321353912,0.591810047626495
"71",0.243702203035355,0.475229173898697,0.15570704638958,1.10507595539093,0,0,0.296885311603546
"72",0,0,0.503538310527802,0.320462971925735,0,0.42627477645874,0.0826786085963249
"73",0.123496189713478,2.14478397369385,0.736672520637512,0.51409125328064,0,0,1.8112496137619
"74",0.824711978435516,0.793367385864258,0.657471835613251,0.822530031204224,0.211125627160072,0,0.384088516235352
"75",0.376563042402267,1.05185389518738,0,1.12330603599548,0,0,0.618156671524048
"76",0.454896837472916,1.02950239181519,0.300219506025314,0.64696478843689,0.033953633159399,0.323266118764877,0.231640756130219
"77",0.167162001132965,0.632763981819153,0.0294375903904438,0.147619843482971,0.244248300790787,0.497931361198425,0.0491128787398338
"78",0,0.929953455924988,0.0691035538911819,0.240653410553932,0.203421175479889,0.242722988128662,0.351160287857056
"79",0.380688369274139,0.938875436782837,0.332992851734161,1.00777816772461,0.57248330116272,0,0.739912450313568
"80",0,0.752502083778381,0.122521623969078,0.524522542953491,0.239518582820892,0,0
"81",0,0.85904848575592,0.344141781330109,0.912641525268555,0.447277039289474,0.123779594898224,0
"82",0,1.20576357841492,0.859081625938416,1.40310704708099,0.923348844051361,0,0.792042315006256
"83",0,0.961754679679871,0.189042553305626,0.471456080675125,0.141595810651779,0,0.225507467985153
"84",0,1.89500629901886,0.628852307796478,0.822955727577209,0,0.35271143913269,1.64336729049683
"85",0,1.63267350196838,0,0.29885658621788,0,0,1.30417692661285
"86",0,1.47423934936523,0,0.568297207355499,0.73819774389267,0,0.707247257232666
"87",0.265127927064896,0.664565324783325,0.149376556277275,0.378422528505325,0.182422935962677,0,0
"88",0,1.2704154253006,0.61209511756897,1.16812014579773,0,0.501415312290192,0.633572101593018
"89",0.213396519422531,1.46420741081238,1.13138437271118,0.373922109603882,0,0,1.79483151435852
"90",0,0.124703258275986,0.495858550071716,0.57936954498291,0,0.0719602853059769,0.0972226187586784
"91",0,1.77336025238037,0.305037647485733,1.04789531230927,0.50413715839386,0,0.588318049907684
